image_path,face_id,emotion,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2
./outputs\2025-05-21_11-46-27\processed_images\000046.jpg,6,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000046.jpg,7,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000047.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000047.jpg,2,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000047.jpg,3,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000047.jpg,4,Surprise,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000048.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000049.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000050.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000050.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000050.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000050.jpg,4,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000051.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000051.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000051.jpg,3,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000051.jpg,4,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000052.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000053.jpg,1,Surprise,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000054.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000054.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000054.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000054.jpg,4,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000055.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000055.jpg,2,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000056.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000057.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000057.jpg,2,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000057.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000057.jpg,4,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000057.jpg,5,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000058.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000059.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000059.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000059.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000060.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000060.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000061.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000061.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000062.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000062.jpg,2,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000062.jpg,3,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000062.jpg,4,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000062.jpg,5,Surprise,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000062.jpg,6,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000063.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000063.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000045.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000045.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000045.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000045.jpg,2,Neutral,0.0000,0,0,0,0
